,Student_Number,AI_Condition,Group,Outcome,Score,Task,avg_z
332,f719e16be770c0b8,No AI,A,Organization,3.0,P1,0.04250813877326487
333,43f61b7cd08cc6c4,Vincent,C,Organization,5.0,P1,1.1679714529832208
334,078cae7e345937f3,No AI,A,Organization,5.0,P1,0.5432959983969081
335,8a1109561512c218,Vincent,C,Organization,4.0,P1,-0.4289694173609971
336,f418aa093c4203e9,No AI,A,Organization,1.0,P1,-0.8517472971373605
337,2657ee4bf9f4af9e,GPT 01,B,Organization,6.0,P1,0.6519869298586811
338,aa1baebc4a1d7593,Vincent,C,Organization,7.0,P1,0.4384834590205234
339,191cebe1180b87c5,GPT 01,B,Organization,5.0,P1,-1.2525691266893324
340,66f7ab8e6000f22a,No AI,A,Organization,4.0,P1,-0.6124533899492913
341,61cf76867144f7f2,Vincent,C,Organization,4.0,P1,0.22424834634579466
342,8a8a16cd60695e63,Vincent,C,Organization,4.0,P1,0.8703460241609466
343,8917388e20196b3b,No AI,A,Organization,5.0,P1,1.0231104604066676
344,8b9bdb0a143ba05b,Vincent,C,Organization,4.0,P1,-1.3255734499284935
345,97fba5cb44daf59a,No AI,A,Organization,5.0,P1,-0.38425950538497466
346,8873cf8f31074e16,No AI,A,Organization,4.0,P1,-0.9837209209887687
347,724b54dabebd5f65,No AI,A,Organization,5.0,P1,0.2169211196340559
348,4b83c41e5327c306,GPT 01,B,Organization,3.0,P1,
349,430c3b797887e240,No AI,A,Organization,1.0,P1,-2.8487053035426655
350,33801e2d42ffddfc,No AI,A,Organization,4.0,P1,0.06348153638714865
351,7dd7e803832f1b53,GPT 01,B,Organization,4.0,P1,0.01801264525420855
352,8e8ec402ff41e278,No AI,A,Organization,5.0,P1,0.3903489769316162
353,29041031c3d5738c,Vincent,C,Organization,4.0,P1,-1.045915938990173
354,1f60b1ad89313d0d,GPT 01,B,Organization,5.0,P1,1.5617083263503426
355,421124a6a4ec2792,GPT 01,B,Organization,5.0,P1,-1.5243664344746277
356,26f3d54698dd2636,GPT 01,B,Organization,4.0,P1,-0.7023915042822525
357,f3e93859c85d9caf,No AI,A,Organization,3.0,P1,-0.8739473423848654
358,7fb6a95e77f2886e,No AI,A,Organization,2.0,P1,-0.0339653719593811
359,069503ef9c782673,GPT 01,B,Organization,6.0,P1,0.8353794706610411
360,4145e4dd01e45431,No AI,A,Organization,6.0,P1,0.23740195546632428
361,a6a04fd22939f38a,GPT 01,B,Organization,6.0,P1,-1.4313535627061498
362,237698639e9c4d30,No AI,A,Organization,6.0,P1,0.5864694412582967
363,2da3540d563c6034,No AI,A,Organization,6.0,P1,0.7825899055849773
364,70204533c2ea64a7,Vincent,C,Organization,4.0,P1,
365,f9afd8e31ee8a875,No AI,A,Organization,5.0,P1,-0.44963299349386815
366,e08dd06e4e008462,Vincent,C,Organization,5.0,P1,-0.06592159027513134
367,5e4dc1276a5cbfd1,Vincent,C,Organization,2.0,P1,-0.07676942226744521
368,de22252a67fcc399,Vincent,C,Organization,6.0,P1,1.3567831555726477
369,c93c749489f4cc74,No AI,A,Organization,6.0,P1,0.7061163948523312
370,63f3737ed386432b,GPT 01,B,Organization,5.0,P1,1.3776574848643337
371,22357cb4b713c556,No AI,A,Organization,5.0,P1,-0.2535125291671876
372,632e8584adc40b35,Vincent,C,Organization,5.0,P1,0.18797710426817896
373,b066caa360c869a0,No AI,A,Organization,3.0,P1,-0.3287593922662124
374,eb817297c2e6d83a,Vincent,C,Organization,5.0,P1,1.0337343166650717
375,17a215d736ecc60d,GPT 01,B,Organization,3.0,P1,1.0167971094124544
376,69d5d27764fbbaac,GPT 01,B,Organization,5.0,P1,0.8347211699773922
377,3088c17c41bb79cf,No AI,A,Organization,2.0,P1,-1.0046943186026525
378,8c09cd568a2f07d6,GPT 01,B,Organization,4.0,P1,-1.164164359706397
379,8944194b2121b319,GPT 01,B,Organization,5.0,P1,-0.3487724363505114
380,75bfae39ea7d8d5b,GPT 01,B,Organization,5.0,P1,0.6533035312259791
381,17ca821110ac1fa2,Vincent,C,Organization,5.0,P1,0.24967175643109654
382,422317341c3e815e,GPT 01,B,Organization,5.0,P1,-0.5229487675817861
383,e74d00befb08510a,GPT 01,B,Organization,3.0,P1,-0.3428477301976709
384,d64f01781e54567f,GPT 01,B,Organization,4.0,P1,0.38216452412433277
385,0fa325208d547822,GPT 01,B,Organization,3.0,P1,0.6519869298586811
386,d1082f98da60718d,GPT 01,B,Organization,4.0,P1,-0.7056830077004972
387,f91d96f422d5707e,No AI,A,Organization,3.0,P1,-0.35095943751371733
388,05c223da1342eb22,GPT 01,B,Organization,5.0,P1,0.3801896220733859
389,15947270bb099c07,No AI,A,Organization,6.0,P1,0.7825899055849773
390,eb0657499c70202f,No AI,A,Organization,6.0,P1,0.4988959079018984
391,0534f6d47f4a21f6,Vincent,C,Organization,5.0,P1,0.8811938561532605
392,11d471df43205dfb,Vincent,C,Organization,3.0,P1,-0.5523587216868323
393,e0a9f0ffff131843,Vincent,C,Organization,4.0,P1,1.1933948630685225
394,b0eea11d8aa104e7,Vincent,C,Organization,5.0,P1,-0.6140533738497499
395,d8bb952342c588bb,GPT 01,B,Organization,4.0,P1,-0.44988990807976836
396,bf1a26353df9965e,GPT 01,B,Organization,6.0,P1,-0.25378466253108667
397,09c545b24ffb476e,No AI,A,Organization,5.0,P1,0.7505164853473411
398,a40efe211e46e49a,No AI,A,Organization,4.0,P1,0.06348153638714865
399,7384d11c263ac7d9,No AI,A,Organization,5.0,P1,0.25960200071382916
400,9e2e00fa7c285ff5,Vincent,C,Organization,4.0,P1,-0.8899831386873962
401,eab55a7284651fe8,Vincent,C,Organization,5.0,P1,0.5364493532610568
402,fc7f934bbaf5bcc5,Vincent,C,Organization,2.0,P1,-0.14219182053103688
403,eb6be2f6ae0e29b1,Vincent,C,Organization,5.0,P1,-0.12761624243804898
404,98bd1346a5fce77b,GPT 01,B,Organization,4.0,P1,0.6546201325932769
405,c1f9916910cd4128,Vincent,C,Clarity,3.0,P1,-0.13134398853872298
406,7316aefcd59a0b74,No AI,A,Clarity,2.0,P1,-0.6013533673255389
407,1167a8417b14a001,No AI,A,Clarity,7.0,P1,0.9133368818027643
408,5eb1b92aee244e2a,No AI,A,Clarity,2.0,P1,0.18435513761480438
409,065a189f3e847a38,No AI,A,Clarity,6.0,P1,0.3903489769316162
410,865d47f31de717c9,Vincent,C,Clarity,4.0,P1,-0.18591855481000075
411,1777a66aff697497,Vincent,C,Clarity,6.0,P1,-0.1821908087093267
412,6ec4e59da50d8f3a,GPT 01,B,Clarity,5.0,P1,-0.25312636184743775
413,4fdc1cc6f372410e,No AI,A,Clarity,5.0,P1,0.3570489090603589
414,ddbc5bb6018f9e0f,Vincent,C,Clarity,4.0,P1,-0.7374426781755852
415,1bcba07e11b7af99,GPT 01,B,Clarity,7.0,P1,0.6579116360115216
416,4c56c0d8e61ed412,Vincent,C,Clarity,6.0,P1,1.1571236209909068
417,3d53c1b0295b9a26,No AI,A,Clarity,5.0,P1,-0.06726543983063839
418,544af5e3f23bd87a,GPT 01,B,Clarity,5.0,P1,0.8347211699773922
419,f3ca044a6fc18861,Vincent,C,Clarity,5.0,P1,
420,ad4e0a23d55a9bc2,Vincent,C,Clarity,7.0,P1,-0.24015771477157025
421,9109b13b11fd7782,No AI,A,Clarity,4.0,P1,0.18312848998118322
422,6a370e860ed24357,Vincent,C,Clarity,7.0,P1,0.9611918325098401
423,5c031f15ede898cb,Vincent,C,Clarity,5.0,P1,
424,13b6a1020ad46272,GPT 01,B,Clarity,5.0,P1,-1.9769230803276874
425,7c4f2cdf9a7ba025,GPT 01,B,Clarity,7.0,P1,-1.7038091711750942
426,c55ed9175b0738c2,GPT 01,B,Clarity,7.0,P1,1.538462810665638
427,e0586dd6ba414274,No AI,A,Clarity,4.0,P1,0.06348153638714865
428,7e107a9c0ebdc482,Vincent,C,Clarity,5.0,P1,1.6398330063019337
429,2bfdab79d93e7bce,GPT 01,B,Clarity,6.0,P1,-0.7960626767343792
430,f4534ca99db52354,GPT 01,B,Clarity,4.0,P1,
431,889b30f2a988ff0a,GPT 01,B,Clarity,6.0,P1,0.02064584798880434
432,efbfc0f029c0ac5f,Vincent,C,Clarity,5.0,P1,-0.11304066434506099
433,1532b47abfa256d4,GPT 01,B,Clarity,5.0,P1,-0.7069996090677951
434,824bb66524753233,Vincent,C,Clarity,6.0,P1,-1.4198115980683528
435,f89651d646f1ab95,No AI,A,Clarity,5.0,P1,0.5210959531494033
436,02a6298460b477ce,GPT 01,B,Clarity,6.0,P1,0.47254419315821483
437,3b79cd5d4dc9545c,Vincent,C,Clarity,6.0,P1,-0.26558112485687213
438,81703482b559611e,GPT 01,B,Clarity,5.0,P1,0.017354344570559593
439,8b3794f02b5e4db5,Vincent,C,Clarity,6.0,P1,-0.3272757770197897
440,79d436c6314eda33,No AI,A,Clarity,5.0,P1,-0.35095943751371733
441,9be12b158467797d,Vincent,C,Clarity,5.0,P1,-0.16761523061633873
442,820ef4cb24626154,GPT 01,B,Clarity,5.0,P1,0.5635821628757459
443,b342e13cf1dcabea,Vincent,C,Clarity,4.0,P1,-0.4181215853686832
444,bfd51df7115d0bee,GPT 01,B,Clarity,6.0,P1,0.4758356965764596
445,8fd8eb1d02d74b73,No AI,A,Clarity,3.0,P1,0.16215509236729947
446,60f4a10cf0e76952,No AI,A,Clarity,5.0,P1,0.8923634841888806
447,f7b9fdfc04c988ab,No AI,A,Clarity,5.0,P1,-0.8529739447709817
448,446f96dc3003002c,No AI,A,Clarity,6.0,P1,0.8479633936938707
449,d2aff30970fe0d4c,Vincent,C,Clarity,5.0,P1,-0.38557808939174154
450,7f1b0f735e644984,GPT 01,B,Clarity,6.0,P1,1.0174554100961033
451,742df284c8614f30,Vincent,C,Clarity,5.0,P1,-1.1404894934397407
452,9ee9f3b5b5934e01,GPT 01,B,Clarity,4.0,P1,-1.2512525253220346
453,af90ee0cf16ffd33,Vincent,C,Clarity,6.0,P1,-0.3018523669344879
454,ce5032424903d61d,GPT 01,B,Clarity,5.0,P1,-0.43586060196614884
455,1d27419a27bc132a,GPT 01,B,Clarity,6.0,P1,-0.25180976048013987
456,68c3cbbda9ab9909,GPT 01,B,Clarity,3.0,P1,-0.250493159112842
457,475d59d3b81d4bac,No AI,A,Clarity,2.0,P1,-0.524879856592893
458,ef03ab8ccbaa668b,Vincent,C,Clarity,2.0,P1,
459,dd5b4506ccb8edff,GPT 01,B,Clarity,4.0,P1,0.29244315577409963
460,2cd520fd07667404,GPT 01,B,Clarity,6.0,P1,0.8334045686100943
461,e5515ac0c0f126c6,No AI,A,Clarity,3.0,P1,-0.2300858362860616
462,7eb33ecb29043786,GPT 01,B,Clarity,6.0,P1,0.7436832002598611
463,7d228f6d656337bb,GPT 01,B,Clarity,6.0,P1,0.3828228248079817
464,cdb181d570ee13d8,No AI,A,Clarity,3.0,P1,0.24972862572369792
465,1a20cabcd1a8d41b,Vincent,C,Clarity,6.0,P1,
466,e58dc153e9c0e8e4,Vincent,C,Clarity,5.0,P1,-0.7520182562685731
467,f719e16be770c0b8,No AI,A,Clarity,3.0,P1,0.04250813877326487
468,43f61b7cd08cc6c4,Vincent,C,Clarity,6.0,P1,1.1679714529832208
469,078cae7e345937f3,No AI,A,Clarity,4.0,P1,0.5432959983969081
470,8a1109561512c218,Vincent,C,Clarity,4.0,P1,-0.4289694173609971
471,f418aa093c4203e9,No AI,A,Clarity,1.0,P1,-0.8517472971373605
472,2657ee4bf9f4af9e,GPT 01,B,Clarity,6.0,P1,0.6519869298586811
473,aa1baebc4a1d7593,Vincent,C,Clarity,7.0,P1,0.4384834590205234
474,191cebe1180b87c5,GPT 01,B,Clarity,6.0,P1,-1.2525691266893324
475,66f7ab8e6000f22a,No AI,A,Clarity,2.0,P1,-0.6124533899492913
476,61cf76867144f7f2,Vincent,C,Clarity,4.0,P1,0.22424834634579466
477,8a8a16cd60695e63,Vincent,C,Clarity,5.0,P1,0.8703460241609466
478,8917388e20196b3b,No AI,A,Clarity,6.0,P1,1.0231104604066676
479,8b9bdb0a143ba05b,Vincent,C,Clarity,6.0,P1,-1.3255734499284935
480,97fba5cb44daf59a,No AI,A,Clarity,4.0,P1,-0.38425950538497466
481,8873cf8f31074e16,No AI,A,Clarity,3.0,P1,-0.9837209209887687
482,724b54dabebd5f65,No AI,A,Clarity,5.0,P1,0.2169211196340559
483,4b83c41e5327c306,GPT 01,B,Clarity,3.0,P1,
484,430c3b797887e240,No AI,A,Clarity,2.0,P1,-2.8487053035426655
485,33801e2d42ffddfc,No AI,A,Clarity,5.0,P1,0.06348153638714865
486,7dd7e803832f1b53,GPT 01,B,Clarity,5.0,P1,0.01801264525420855
487,8e8ec402ff41e278,No AI,A,Clarity,6.0,P1,0.3903489769316162
488,29041031c3d5738c,Vincent,C,Clarity,6.0,P1,-1.045915938990173
489,1f60b1ad89313d0d,GPT 01,B,Clarity,6.0,P1,1.5617083263503426
490,421124a6a4ec2792,GPT 01,B,Clarity,6.0,P1,-1.5243664344746277
491,26f3d54698dd2636,GPT 01,B,Clarity,5.0,P1,-0.7023915042822525
492,f3e93859c85d9caf,No AI,A,Clarity,3.0,P1,-0.8739473423848654
493,7fb6a95e77f2886e,No AI,A,Clarity,3.0,P1,-0.0339653719593811
494,069503ef9c782673,GPT 01,B,Clarity,6.0,P1,0.8353794706610411
495,4145e4dd01e45431,No AI,A,Clarity,4.0,P1,0.23740195546632428
496,a6a04fd22939f38a,GPT 01,B,Clarity,5.0,P1,-1.4313535627061498
497,237698639e9c4d30,No AI,A,Clarity,6.0,P1,0.5864694412582967
498,2da3540d563c6034,No AI,A,Clarity,6.0,P1,0.7825899055849773
499,70204533c2ea64a7,Vincent,C,Clarity,5.0,P1,
500,f9afd8e31ee8a875,No AI,A,Clarity,5.0,P1,-0.44963299349386815
501,e08dd06e4e008462,Vincent,C,Clarity,5.0,P1,-0.06592159027513134
502,5e4dc1276a5cbfd1,Vincent,C,Clarity,3.0,P1,-0.07676942226744521
503,de22252a67fcc399,Vincent,C,Clarity,7.0,P1,1.3567831555726477
504,c93c749489f4cc74,No AI,A,Clarity,6.0,P1,0.7061163948523312
505,63f3737ed386432b,GPT 01,B,Clarity,5.0,P1,1.3776574848643337
506,22357cb4b713c556,No AI,A,Clarity,4.0,P1,-0.2535125291671876
507,632e8584adc40b35,Vincent,C,Clarity,5.0,P1,0.18797710426817896
508,b066caa360c869a0,No AI,A,Clarity,3.0,P1,-0.3287593922662124
509,eb817297c2e6d83a,Vincent,C,Clarity,6.0,P1,1.0337343166650717
510,17a215d736ecc60d,GPT 01,B,Clarity,5.0,P1,1.0167971094124544
511,69d5d27764fbbaac,GPT 01,B,Clarity,5.0,P1,0.8347211699773922
512,3088c17c41bb79cf,No AI,A,Clarity,2.0,P1,-1.0046943186026525
513,8c09cd568a2f07d6,GPT 01,B,Clarity,3.0,P1,-1.164164359706397
514,8944194b2121b319,GPT 01,B,Clarity,5.0,P1,-0.3487724363505114
515,75bfae39ea7d8d5b,GPT 01,B,Clarity,7.0,P1,0.6533035312259791
516,17ca821110ac1fa2,Vincent,C,Clarity,6.0,P1,0.24967175643109654
517,422317341c3e815e,GPT 01,B,Clarity,4.0,P1,-0.5229487675817861
518,e74d00befb08510a,GPT 01,B,Clarity,5.0,P1,-0.3428477301976709
519,d64f01781e54567f,GPT 01,B,Clarity,4.0,P1,0.38216452412433277
520,0fa325208d547822,GPT 01,B,Clarity,3.0,P1,0.6519869298586811
521,d1082f98da60718d,GPT 01,B,Clarity,4.0,P1,-0.7056830077004972
522,f91d96f422d5707e,No AI,A,Clarity,4.0,P1,-0.35095943751371733
523,05c223da1342eb22,GPT 01,B,Clarity,5.0,P1,0.3801896220733859
524,15947270bb099c07,No AI,A,Clarity,5.0,P1,0.7825899055849773
525,eb0657499c70202f,No AI,A,Clarity,6.0,P1,0.4988959079018984
526,0534f6d47f4a21f6,Vincent,C,Clarity,6.0,P1,0.8811938561532605
527,11d471df43205dfb,Vincent,C,Clarity,3.0,P1,-0.5523587216868323
528,e0a9f0ffff131843,Vincent,C,Clarity,6.0,P1,1.1933948630685225
529,b0eea11d8aa104e7,Vincent,C,Clarity,5.0,P1,-0.6140533738497499
530,d8bb952342c588bb,GPT 01,B,Clarity,4.0,P1,-0.44988990807976836
531,bf1a26353df9965e,GPT 01,B,Clarity,6.0,P1,-0.25378466253108667
532,09c545b24ffb476e,No AI,A,Clarity,4.0,P1,0.7505164853473411
533,a40efe211e46e49a,No AI,A,Clarity,3.0,P1,0.06348153638714865
534,7384d11c263ac7d9,No AI,A,Clarity,4.0,P1,0.25960200071382916
535,9e2e00fa7c285ff5,Vincent,C,Clarity,4.0,P1,-0.8899831386873962
536,eab55a7284651fe8,Vincent,C,Clarity,6.0,P1,0.5364493532610568
537,fc7f934bbaf5bcc5,Vincent,C,Clarity,5.0,P1,-0.14219182053103688
538,eb6be2f6ae0e29b1,Vincent,C,Clarity,5.0,P1,-0.12761624243804898
539,98bd1346a5fce77b,GPT 01,B,Clarity,6.0,P1,0.6546201325932769
540,c1f9916910cd4128,Vincent,C,Professionalism,6.0,P1,-0.13134398853872298
541,7316aefcd59a0b74,No AI,A,Professionalism,3.0,P1,-0.6013533673255389
542,1167a8417b14a001,No AI,A,Professionalism,6.0,P1,0.9133368818027643
543,5eb1b92aee244e2a,No AI,A,Professionalism,2.0,P1,0.18435513761480438
544,065a189f3e847a38,No AI,A,Professionalism,4.0,P1,0.3903489769316162
545,865d47f31de717c9,Vincent,C,Professionalism,3.0,P1,-0.18591855481000075
546,1777a66aff697497,Vincent,C,Professionalism,6.0,P1,-0.1821908087093267
547,6ec4e59da50d8f3a,GPT 01,B,Professionalism,5.0,P1,-0.25312636184743775
548,4fdc1cc6f372410e,No AI,A,Professionalism,7.0,P1,0.3570489090603589
549,ddbc5bb6018f9e0f,Vincent,C,Professionalism,6.0,P1,-0.7374426781755852
550,1bcba07e11b7af99,GPT 01,B,Professionalism,7.0,P1,0.6579116360115216
551,4c56c0d8e61ed412,Vincent,C,Professionalism,7.0,P1,1.1571236209909068
552,3d53c1b0295b9a26,No AI,A,Professionalism,4.0,P1,-0.06726543983063839
553,544af5e3f23bd87a,GPT 01,B,Professionalism,4.0,P1,0.8347211699773922
554,f3ca044a6fc18861,Vincent,C,Professionalism,5.0,P1,
555,ad4e0a23d55a9bc2,Vincent,C,Professionalism,7.0,P1,-0.24015771477157025
556,9109b13b11fd7782,No AI,A,Professionalism,4.0,P1,0.18312848998118322
557,6a370e860ed24357,Vincent,C,Professionalism,6.0,P1,0.9611918325098401
558,5c031f15ede898cb,Vincent,C,Professionalism,5.0,P1,
559,13b6a1020ad46272,GPT 01,B,Professionalism,5.0,P1,-1.9769230803276874
560,7c4f2cdf9a7ba025,GPT 01,B,Professionalism,7.0,P1,-1.7038091711750942
561,c55ed9175b0738c2,GPT 01,B,Professionalism,7.0,P1,1.538462810665638
562,e0586dd6ba414274,No AI,A,Professionalism,4.0,P1,0.06348153638714865
563,7e107a9c0ebdc482,Vincent,C,Professionalism,7.0,P1,1.6398330063019337
564,2bfdab79d93e7bce,GPT 01,B,Professionalism,5.0,P1,-0.7960626767343792
565,f4534ca99db52354,GPT 01,B,Professionalism,6.0,P1,
566,889b30f2a988ff0a,GPT 01,B,Professionalism,6.0,P1,0.02064584798880434
567,efbfc0f029c0ac5f,Vincent,C,Professionalism,5.0,P1,-0.11304066434506099
568,1532b47abfa256d4,GPT 01,B,Professionalism,3.0,P1,-0.7069996090677951
569,824bb66524753233,Vincent,C,Professionalism,7.0,P1,-1.4198115980683528
570,f89651d646f1ab95,No AI,A,Professionalism,7.0,P1,0.5210959531494033
571,02a6298460b477ce,GPT 01,B,Professionalism,2.0,P1,0.47254419315821483
572,3b79cd5d4dc9545c,Vincent,C,Professionalism,6.0,P1,-0.26558112485687213
573,81703482b559611e,GPT 01,B,Professionalism,4.0,P1,0.017354344570559593
574,8b3794f02b5e4db5,Vincent,C,Professionalism,4.0,P1,-0.3272757770197897
575,79d436c6314eda33,No AI,A,Professionalism,3.0,P1,-0.35095943751371733
576,9be12b158467797d,Vincent,C,Professionalism,6.0,P1,-0.16761523061633873
577,820ef4cb24626154,GPT 01,B,Professionalism,7.0,P1,0.5635821628757459
578,b342e13cf1dcabea,Vincent,C,Professionalism,5.0,P1,-0.4181215853686832
579,bfd51df7115d0bee,GPT 01,B,Professionalism,6.0,P1,0.4758356965764596
580,8fd8eb1d02d74b73,No AI,A,Professionalism,4.0,P1,0.16215509236729947
581,60f4a10cf0e76952,No AI,A,Professionalism,6.0,P1,0.8923634841888806
582,f7b9fdfc04c988ab,No AI,A,Professionalism,3.0,P1,-0.8529739447709817
583,446f96dc3003002c,No AI,A,Professionalism,7.0,P1,0.8479633936938707
584,d2aff30970fe0d4c,Vincent,C,Professionalism,6.0,P1,-0.38557808939174154
585,7f1b0f735e644984,GPT 01,B,Professionalism,7.0,P1,1.0174554100961033
586,742df284c8614f30,Vincent,C,Professionalism,4.0,P1,-1.1404894934397407
587,9ee9f3b5b5934e01,GPT 01,B,Professionalism,2.0,P1,-1.2512525253220346
588,af90ee0cf16ffd33,Vincent,C,Professionalism,7.0,P1,-0.3018523669344879
589,ce5032424903d61d,GPT 01,B,Professionalism,2.0,P1,-0.43586060196614884
590,1d27419a27bc132a,GPT 01,B,Professionalism,7.0,P1,-0.25180976048013987
591,68c3cbbda9ab9909,GPT 01,B,Professionalism,5.0,P1,-0.250493159112842
592,475d59d3b81d4bac,No AI,A,Professionalism,3.0,P1,-0.524879856592893
593,ef03ab8ccbaa668b,Vincent,C,Professionalism,1.0,P1,
594,dd5b4506ccb8edff,GPT 01,B,Professionalism,6.0,P1,0.29244315577409963
595,2cd520fd07667404,GPT 01,B,Professionalism,6.0,P1,0.8334045686100943
596,e5515ac0c0f126c6,No AI,A,Professionalism,2.0,P1,-0.2300858362860616
597,7eb33ecb29043786,GPT 01,B,Professionalism,5.0,P1,0.7436832002598611
598,7d228f6d656337bb,GPT 01,B,Professionalism,1.0,P1,0.3828228248079817
599,cdb181d570ee13d8,No AI,A,Professionalism,2.0,P1,0.24972862572369792
600,1a20cabcd1a8d41b,Vincent,C,Professionalism,7.0,P1,
601,e58dc153e9c0e8e4,Vincent,C,Professionalism,7.0,P1,-0.7520182562685731
602,f719e16be770c0b8,No AI,A,Professionalism,2.0,P1,0.04250813877326487
603,43f61b7cd08cc6c4,Vincent,C,Professionalism,6.0,P1,1.1679714529832208
604,078cae7e345937f3,No AI,A,Professionalism,5.0,P1,0.5432959983969081
605,8a1109561512c218,Vincent,C,Professionalism,4.0,P1,-0.4289694173609971
606,f418aa093c4203e9,No AI,A,Professionalism,1.0,P1,-0.8517472971373605
607,2657ee4bf9f4af9e,GPT 01,B,Professionalism,7.0,P1,0.6519869298586811
608,aa1baebc4a1d7593,Vincent,C,Professionalism,7.0,P1,0.4384834590205234
609,191cebe1180b87c5,GPT 01,B,Professionalism,6.0,P1,-1.2525691266893324
610,66f7ab8e6000f22a,No AI,A,Professionalism,3.0,P1,-0.6124533899492913
611,61cf76867144f7f2,Vincent,C,Professionalism,2.0,P1,0.22424834634579466
612,8a8a16cd60695e63,Vincent,C,Professionalism,5.0,P1,0.8703460241609466
613,8917388e20196b3b,No AI,A,Professionalism,6.0,P1,1.0231104604066676
614,8b9bdb0a143ba05b,Vincent,C,Professionalism,3.0,P1,-1.3255734499284935
615,97fba5cb44daf59a,No AI,A,Professionalism,5.0,P1,-0.38425950538497466
616,8873cf8f31074e16,No AI,A,Professionalism,3.0,P1,-0.9837209209887687
617,724b54dabebd5f65,No AI,A,Professionalism,3.0,P1,0.2169211196340559
618,4b83c41e5327c306,GPT 01,B,Professionalism,5.0,P1,
619,430c3b797887e240,No AI,A,Professionalism,1.0,P1,-2.8487053035426655
620,33801e2d42ffddfc,No AI,A,Professionalism,5.0,P1,0.06348153638714865
621,7dd7e803832f1b53,GPT 01,B,Professionalism,4.0,P1,0.01801264525420855
622,8e8ec402ff41e278,No AI,A,Professionalism,6.0,P1,0.3903489769316162
623,29041031c3d5738c,Vincent,C,Professionalism,7.0,P1,-1.045915938990173
624,1f60b1ad89313d0d,GPT 01,B,Professionalism,6.0,P1,1.5617083263503426
625,421124a6a4ec2792,GPT 01,B,Professionalism,6.0,P1,-1.5243664344746277
626,26f3d54698dd2636,GPT 01,B,Professionalism,5.0,P1,-0.7023915042822525
627,f3e93859c85d9caf,No AI,A,Professionalism,1.0,P1,-0.8739473423848654
628,7fb6a95e77f2886e,No AI,A,Professionalism,2.0,P1,-0.0339653719593811
629,069503ef9c782673,GPT 01,B,Professionalism,7.0,P1,0.8353794706610411
630,4145e4dd01e45431,No AI,A,Professionalism,7.0,P1,0.23740195546632428
631,a6a04fd22939f38a,GPT 01,B,Professionalism,6.0,P1,-1.4313535627061498
632,237698639e9c4d30,No AI,A,Professionalism,6.0,P1,0.5864694412582967
633,2da3540d563c6034,No AI,A,Professionalism,7.0,P1,0.7825899055849773
634,70204533c2ea64a7,Vincent,C,Professionalism,5.0,P1,
635,f9afd8e31ee8a875,No AI,A,Professionalism,5.0,P1,-0.44963299349386815
636,e08dd06e4e008462,Vincent,C,Professionalism,6.0,P1,-0.06592159027513134
637,5e4dc1276a5cbfd1,Vincent,C,Professionalism,2.0,P1,-0.07676942226744521
638,de22252a67fcc399,Vincent,C,Professionalism,6.0,P1,1.3567831555726477
639,c93c749489f4cc74,No AI,A,Professionalism,7.0,P1,0.7061163948523312
640,63f3737ed386432b,GPT 01,B,Professionalism,7.0,P1,1.3776574848643337
641,22357cb4b713c556,No AI,A,Professionalism,6.0,P1,-0.2535125291671876
642,632e8584adc40b35,Vincent,C,Professionalism,6.0,P1,0.18797710426817896
643,b066caa360c869a0,No AI,A,Professionalism,4.0,P1,-0.3287593922662124
644,eb817297c2e6d83a,Vincent,C,Professionalism,7.0,P1,1.0337343166650717
645,17a215d736ecc60d,GPT 01,B,Professionalism,7.0,P1,1.0167971094124544
646,69d5d27764fbbaac,GPT 01,B,Professionalism,7.0,P1,0.8347211699773922
647,3088c17c41bb79cf,No AI,A,Professionalism,1.0,P1,-1.0046943186026525
648,8c09cd568a2f07d6,GPT 01,B,Professionalism,3.0,P1,-1.164164359706397
649,8944194b2121b319,GPT 01,B,Professionalism,7.0,P1,-0.3487724363505114
650,75bfae39ea7d8d5b,GPT 01,B,Professionalism,6.0,P1,0.6533035312259791
651,17ca821110ac1fa2,Vincent,C,Professionalism,7.0,P1,0.24967175643109654
652,422317341c3e815e,GPT 01,B,Professionalism,6.0,P1,-0.5229487675817861
653,e74d00befb08510a,GPT 01,B,Professionalism,6.0,P1,-0.3428477301976709
654,d64f01781e54567f,GPT 01,B,Professionalism,5.0,P1,0.38216452412433277
655,0fa325208d547822,GPT 01,B,Professionalism,3.0,P1,0.6519869298586811
656,d1082f98da60718d,GPT 01,B,Professionalism,5.0,P1,-0.7056830077004972
657,f91d96f422d5707e,No AI,A,Professionalism,5.0,P1,-0.35095943751371733
658,05c223da1342eb22,GPT 01,B,Professionalism,7.0,P1,0.3801896220733859
659,15947270bb099c07,No AI,A,Professionalism,7.0,P1,0.7825899055849773
660,eb0657499c70202f,No AI,A,Professionalism,7.0,P1,0.4988959079018984
661,0534f6d47f4a21f6,Vincent,C,Professionalism,5.0,P1,0.8811938561532605
662,11d471df43205dfb,Vincent,C,Professionalism,3.0,P1,-0.5523587216868323
663,e0a9f0ffff131843,Vincent,C,Professionalism,7.0,P1,1.1933948630685225
664,b0eea11d8aa104e7,Vincent,C,Professionalism,4.0,P1,-0.6140533738497499
665,d8bb952342c588bb,GPT 01,B,Professionalism,5.0,P1,-0.44988990807976836
